epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,17624.9,0.01864,0.23036,0.73636,0.90161,0.59807,0.73568,0.51798,0.01926,0.22628,0.73759,0.000565611,0.000565611,0.000565611
85,17819.9,0.01858,0.22981,0.73535,0.90204,0.59884,0.73628,0.51811,0.01925,0.22616,0.73749,0.000557033,0.000557033,0.000557033
86,18020,0.01854,0.22835,0.73494,0.90183,0.5994,0.73641,0.51794,0.01925,0.22582,0.73745,0.000548439,0.000548439,0.000548439
87,18218.5,0.01866,0.22945,0.73463,0.90219,0.5995,0.73656,0.51804,0.01924,0.22578,0.73735,0.000539832,0.000539832,0.000539832
88,18450.2,0.01854,0.22775,0.73541,0.90194,0.59923,0.73638,0.51798,0.01924,0.22601,0.73728,0.000531214,0.000531214,0.000531214
89,18665,0.01857,0.22776,0.73441,0.90199,0.59931,0.73676,0.51836,0.01924,0.22594,0.73731,0.000522589,0.000522589,0.000522589
90,18864,0.0185,0.22863,0.7346,0.90201,0.59928,0.73679,0.51866,0.01922,0.22572,0.73723,0.000513958,0.000513958,0.000513958
91,19061.5,0.0185,0.22772,0.73496,0.90156,0.5998,0.7373,0.51848,0.01921,0.22548,0.73718,0.000505325,0.000505325,0.000505325
92,19262.9,0.01852,0.2272,0.73361,0.90159,0.59981,0.73711,0.51874,0.01921,0.2254,0.73719,0.000496692,0.000496692,0.000496692
93,19464.6,0.01855,0.22823,0.73419,0.90205,0.59948,0.73737,0.51883,0.0192,0.22553,0.73714,0.000488061,0.000488061,0.000488061
94,19664.3,0.01841,0.22679,0.73332,0.90248,0.59907,0.73743,0.51936,0.01919,0.22538,0.73715,0.000479436,0.000479436,0.000479436
95,19865.4,0.01839,0.22648,0.73325,0.90278,0.59914,0.73775,0.51947,0.01918,0.22526,0.73716,0.000470818,0.000470818,0.000470818
96,20065.4,0.01845,0.22713,0.73422,0.9027,0.59921,0.7376,0.5195,0.01918,0.22539,0.73718,0.000462211,0.000462211,0.000462211
97,20269,0.01839,0.22667,0.7337,0.90238,0.59981,0.73792,0.51957,0.01918,0.22529,0.73716,0.000453617,0.000453617,0.000453617
98,20469.2,0.01828,0.22541,0.73453,0.90245,0.59972,0.73812,0.51972,0.01918,0.22526,0.73724,0.000445039,0.000445039,0.000445039
99,20668.3,0.01826,0.22473,0.73323,0.90203,0.59968,0.73803,0.51986,0.01919,0.2253,0.73726,0.00043648,0.00043648,0.00043648
100,20868.1,0.01825,0.22537,0.73292,0.90165,0.60003,0.73781,0.51983,0.01919,0.22541,0.73722,0.000427941,0.000427941,0.000427941
101,21065.9,0.01821,0.22413,0.7343,0.90206,0.5995,0.7378,0.52012,0.01918,0.22559,0.73726,0.000419426,0.000419426,0.000419426
102,21266.4,0.01826,0.22445,0.73342,0.90177,0.59954,0.73777,0.52023,0.01918,0.22541,0.73726,0.000410937,0.000410937,0.000410937
103,21467.6,0.01811,0.2232,0.73354,0.90272,0.59944,0.73794,0.52007,0.01919,0.22523,0.73729,0.000402476,0.000402476,0.000402476
104,21668.7,0.0182,0.22338,0.73288,0.90268,0.59958,0.7382,0.52027,0.01918,0.2251,0.73728,0.000394047,0.000394047,0.000394047
105,21868,0.01819,0.22423,0.73315,0.9025,0.59955,0.73809,0.52056,0.01918,0.22489,0.73728,0.000385652,0.000385652,0.000385652
106,22067.6,0.01814,0.2228,0.73338,0.90241,0.59993,0.73801,0.52047,0.01917,0.22473,0.73727,0.000377294,0.000377294,0.000377294
107,22268.7,0.01817,0.22268,0.73347,0.90323,0.60003,0.73818,0.52065,0.01918,0.22479,0.73723,0.000368974,0.000368974,0.000368974
108,22466.8,0.01807,0.22256,0.73182,0.90198,0.60009,0.73783,0.52064,0.01917,0.22465,0.73725,0.000360696,0.000360696,0.000360696
109,22666.1,0.01798,0.22124,0.73185,0.90101,0.59976,0.73776,0.52075,0.01917,0.22469,0.73723,0.000352462,0.000352462,0.000352462
110,22864,0.01801,0.22051,0.73351,0.90115,0.5997,0.738,0.52093,0.01917,0.22472,0.7372,0.000344275,0.000344275,0.000344275
111,23063.3,0.01802,0.22126,0.73208,0.90106,0.59963,0.73799,0.52086,0.01917,0.22481,0.73724,0.000336136,0.000336136,0.000336136
112,23269.4,0.01804,0.22238,0.73225,0.90191,0.59937,0.73798,0.5206,0.01917,0.22473,0.73723,0.000328049,0.000328049,0.000328049
113,23458.7,0.01798,0.22082,0.73199,0.90154,0.59974,0.73816,0.52053,0.01917,0.22474,0.73722,0.000320016,0.000320016,0.000320016
114,23647.2,0.01796,0.22089,0.7328,0.90199,0.59924,0.73808,0.52072,0.01916,0.22471,0.73728,0.00031204,0.00031204,0.00031204
115,23836.9,0.01783,0.21988,0.73123,0.90208,0.59991,0.73835,0.52099,0.01917,0.2247,0.73731,0.000304123,0.000304123,0.000304123
116,24027,0.01785,0.21876,0.7309,0.90258,0.59938,0.73841,0.52092,0.01916,0.22468,0.73729,0.000296266,0.000296266,0.000296266
117,24214.2,0.01782,0.21877,0.7312,0.90205,0.59942,0.73865,0.52115,0.01917,0.22466,0.73733,0.000288474,0.000288474,0.000288474
118,24402.3,0.01781,0.2191,0.73118,0.90318,0.59901,0.73852,0.52133,0.01917,0.22467,0.73735,0.000280747,0.000280747,0.000280747
119,24589.1,0.01779,0.2188,0.73138,0.90238,0.599,0.73863,0.5214,0.01918,0.22477,0.73732,0.000273089,0.000273089,0.000273089
