epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,43123.9,0.02618,0.2595,0.44438,0.87351,0.58341,0.70647,0.47301,0.02162,0.20424,0.42664,0.005926,0.005926,0.005926
120,43415.6,0.02638,0.26045,0.44508,0.87338,0.58332,0.70659,0.47272,0.0216,0.20409,0.42664,0.0059019,0.0059019,0.0059019
121,43724.2,0.0261,0.25802,0.44343,0.87399,0.58302,0.70602,0.47267,0.0216,0.20405,0.42663,0.0058778,0.0058778,0.0058778
122,44205.4,0.02614,0.25852,0.44446,0.87461,0.58323,0.70627,0.47287,0.02158,0.20394,0.42662,0.0058537,0.0058537,0.0058537
123,44445.6,0.02604,0.25629,0.44366,0.87304,0.58381,0.70643,0.47315,0.02158,0.20397,0.42661,0.0058296,0.0058296,0.0058296
124,44708.5,0.02599,0.25682,0.44291,0.87475,0.58295,0.70642,0.47315,0.02157,0.20376,0.4266,0.0058055,0.0058055,0.0058055
125,44963.6,0.02592,0.25652,0.44378,0.87457,0.58315,0.70629,0.47332,0.02157,0.20376,0.42661,0.00578139,0.00578139,0.00578139
126,45210.3,0.02609,0.25702,0.44391,0.87504,0.58301,0.70629,0.47337,0.02156,0.20369,0.4266,0.00575729,0.00575729,0.00575729
127,45500.1,0.02613,0.25826,0.44363,0.87563,0.58327,0.70687,0.47361,0.02156,0.20357,0.42659,0.00573319,0.00573319,0.00573319
128,46006.6,0.02623,0.25921,0.44373,0.87463,0.58355,0.70683,0.47359,0.02155,0.20349,0.42659,0.00570909,0.00570909,0.00570909
129,46293.6,0.02596,0.25619,0.44379,0.87598,0.58398,0.70685,0.47351,0.02155,0.2035,0.42655,0.00568499,0.00568499,0.00568499
130,46553.2,0.02594,0.25694,0.44435,0.87659,0.58351,0.70658,0.47378,0.02153,0.20343,0.42654,0.00566089,0.00566089,0.00566089
131,46802.4,0.02591,0.25546,0.44429,0.87654,0.5835,0.70645,0.47381,0.02153,0.20347,0.42654,0.00563678,0.00563678,0.00563678
132,47050,0.0258,0.25551,0.4434,0.87751,0.58338,0.70674,0.474,0.02152,0.20352,0.42653,0.00561268,0.00561268,0.00561268
133,47482.1,0.0259,0.25655,0.44344,0.87748,0.58376,0.70676,0.47403,0.02151,0.20348,0.42652,0.00558858,0.00558858,0.00558858
134,47738.2,0.02592,0.25665,0.44359,0.87627,0.58421,0.70655,0.47417,0.0215,0.20353,0.4265,0.00556448,0.00556448,0.00556448
135,48062.7,0.02601,0.25756,0.44447,0.87715,0.58328,0.70622,0.47378,0.02149,0.20346,0.42648,0.00554038,0.00554038,0.00554038
136,48312.4,0.02594,0.25627,0.44312,0.87698,0.58337,0.70662,0.47412,0.02149,0.20351,0.42647,0.00551628,0.00551628,0.00551628
137,48569.6,0.02581,0.25631,0.44376,0.87641,0.58387,0.70673,0.47424,0.02148,0.20346,0.42647,0.00549217,0.00549217,0.00549217
138,48814,0.02586,0.25582,0.44383,0.87615,0.58382,0.70668,0.47409,0.02148,0.20336,0.42646,0.00546807,0.00546807,0.00546807
139,49075.6,0.02572,0.2548,0.44337,0.8761,0.58408,0.70693,0.47434,0.02147,0.20352,0.42647,0.00544397,0.00544397,0.00544397
140,49321.7,0.02601,0.25695,0.44395,0.87571,0.58418,0.70698,0.47452,0.02147,0.20351,0.42645,0.00541987,0.00541987,0.00541987
